response_id,user_id,puzzle_id,puzzle_type,puzzle_number,difficulty,preference,creativity,fairness,overall_feedback,submitted_at
nfyFovDmVA9OIwOjoPeq,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_01_nyt,nyt,1,5,3,5,2,,2026-05-11T22:01:45.654Z
6Hy8MFs5ETaULoUNrqxQ,cMlOtIFEqENOsL3f4Vhl1X9gUm73,puzzle_01_nyt,nyt,1,3,5,5,5,,2026-05-11T22:04:45.521Z
w5JGpGv3JQvC5MXVWwR1,Uf2Dp8MvnkYDocLZE3mZ7yoquUw1,puzzle_01_nyt,nyt,1,4,2,4,3,,2026-05-11T22:06:17.456Z
nmiu8wWO7l4yumImcxMl,xVv7FtgnezQuSqV0BYgaPbNdqW62,puzzle_01_nyt,nyt,1,4,3,3,2,Yen meaning to yearn was a bit random ,2026-05-11T22:14:07.127Z
5HFOgc9LSSy8mENVOirz,Ko2JnvUkiaMaH8S51aEA9J1OhJD3,puzzle_01_nyt,nyt,1,4,3,5,2,,2026-05-11T22:28:57.171Z
40sJi6BqKTaLAJfmYN8g,LtJ7zlStLlc6G0NwvrwIMpCIWzl1,puzzle_01_nyt,nyt,1,4,3,5,3,,2026-05-11T22:35:07.593Z
pQfGVxzLEgiJyBjumY6h,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_01_nyt,nyt,1,4,5,5,4,,2026-05-11T22:35:34.803Z
6WX9AQ3tlLlBmn3rQgzW,Zbaz085FTGaezBIVDH8X6zLRpNn1,puzzle_01_nyt,nyt,1,5,1,1,1,This sucks,2026-05-11T22:41:33.786Z
Kw2cTHBdSbPUORKZy5P7,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_01_nyt,nyt,1,4,5,5,5,,2026-05-11T22:43:00.881Z
wITj0okF2IHVv3aB13jX,y9EXgwY3JDdbVRmxOyXYJ9snbu23,puzzle_01_nyt,nyt,1,4,3,5,4,,2026-05-11T22:46:23.929Z
JrwsrNEr8lezrzxzem7I,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_01_nyt,nyt,1,5,2,3,3,It made mad as I didn’t understand the yen connection-which prompted me to look it up and I learned something new!,2026-05-11T23:03:36.250Z
Sk85T3EmDm4LC3YK6Qou,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_01_nyt,nyt,1,5,1,1,1,,2026-05-11T23:11:03.925Z
juzndOkCjYIRoqr4rOLD,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_01_nyt,nyt,1,5,3,4,2,,2026-05-11T23:11:26.986Z
kpH6DULK05TSOe9DP7tj,PsTpkE8Oiec9nYvODXBnEn5f7DA3,puzzle_01_nyt,nyt,1,4,3,4,4,,2026-05-11T23:18:44.388Z
P2KDvHHePxROmijPHfQ5,O2FyUrWlUQesDE7wUwUQSjt2Yfi2,puzzle_01_nyt,nyt,1,5,3,2,1,,2026-05-11T23:33:34.826Z
MRlLnDGQiX4wt842Sxqf,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_01_nyt,nyt,1,4,5,4,5,,2026-05-12T00:01:46.786Z
LKhxUFJ0pURSVPZKDyur,rTsFgFVvsScqNK0upCNTGde1Ejk1,puzzle_01_nyt,nyt,1,5,1,1,1,Not for Gen X,2026-05-12T00:08:44.324Z
qGnpcoxQWXH8oB46Qukb,WliTxzVq57O93gcswC4CAJnngPK2,puzzle_01_nyt,nyt,1,4,3,5,3,,2026-05-12T00:09:32.918Z
py3dwu6Z5UFnneeSJXHu,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_01_nyt,nyt,1,5,1,1,2,,2026-05-12T00:30:35.503Z
cYEnlDe3kitnFLowubEZ,qxb8P9iaOOVsAAVBp77wuZZ6Ydj2,puzzle_01_nyt,nyt,1,5,3,5,3,,2026-05-12T00:35:48.127Z
ux1jBLCekW7Vb45fgx40,CnDWRdtJUtY6avcQAQEJo8j1Hrj2,puzzle_01_nyt,nyt,1,4,3,4,3,,2026-05-12T01:57:27.838Z
slHzeNshZwsGBzfLz9Oq,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_01_nyt,nyt,1,4,3,5,5,,2026-05-12T02:11:38.345Z
2DYv764PMP5T7HsSOVw3,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_01_nyt,nyt,1,5,3,3,2,,2026-05-12T03:49:40.557Z
2kLCIWfbALhDh6IPcOBv,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_01_nyt,nyt,1,5,1,5,1,Erm this was not easy,2026-05-12T04:16:26.667Z
JSD3ZnBCbQ4EbqOC3oGr,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_01_nyt,nyt,1,5,1,5,1,,2026-05-12T05:19:34.080Z
3bs5NIEyv1HT45llsThg,4d9kJw7swtNoOhATXozpHsL4jLu2,puzzle_01_nyt,nyt,1,3,3,2,4,,2026-05-12T09:23:11.990Z
ftcRSYxxKHskzhDisbti,s0LmShPlWgfdxatk2X8dG5SV4193,puzzle_02_multi,multi,2,4,5,4,4,,2026-05-11T21:23:02.543Z
wkO0BVpPQOw0hA7JT8mc,IoFZYFPX6Tb8dIskRReCPtnfppL2,puzzle_02_multi,multi,2,2,4,3,3,,2026-05-11T21:25:38.347Z
AtDfJgejalaXZLuql8Ga,2Oi1haPVkAhdYQIeHkcteb1asfR2,puzzle_02_multi,multi,2,3,3,5,2,,2026-05-11T21:30:46.777Z
fzM9qHA4BDARgJSlxY5W,mE3XUK5R6PfHnLaKzhP7dhbDnm12,puzzle_02_multi,multi,2,5,5,5,5,,2026-05-11T21:38:01.066Z
Uua9Tq49wpBO1BatE2UM,3aXdWLqFyjhftPtJNuJGGQcJukO2,puzzle_02_multi,multi,2,4,5,5,4,,2026-05-11T21:38:45.105Z
tGSXHNo7reWmdubqlRK7,3kmB6snsIgX6CG7I94Y416IdCmA3,puzzle_02_multi,multi,2,4,3,4,4,,2026-05-11T21:40:50.673Z
haJ9st9OcPyNz8wVBx9f,PxyPomBiUpSZ6iyzxU2oFwPJ8lg1,puzzle_02_multi,multi,2,3,4,4,4,,2026-05-11T21:41:31.259Z
WceCcE9FEsMM3YuF4kMo,urJbMKL1bTYjSrXWA7Ic0Tns5YM2,puzzle_02_multi,multi,2,3,3,4,4,,2026-05-11T21:46:47.939Z
5cH2zJBBrCQQKa5qTvGi,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_02_multi,multi,2,3,4,3,3,,2026-05-11T21:52:05.283Z
3Nw0znZDDB4P5CpMjOTg,rkoDKE6kbvTxtsiZu79z7e4Jh5y1,puzzle_02_multi,multi,2,3,5,4,5,,2026-05-11T21:56:45.109Z
xz9caTzwOOnEUPOjOrxU,zJIypa3r69g5dCZsMT7WzNrBJkT2,puzzle_02_multi,multi,2,4,2,2,3,,2026-05-11T22:00:25.924Z
zeNsPZXE2InRJA39vNnS,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_02_multi,multi,2,3,4,4,4,,2026-05-11T22:03:42.899Z
bCScJLq8ClCs778rJnGI,cMlOtIFEqENOsL3f4Vhl1X9gUm73,puzzle_02_multi,multi,2,1,5,5,5,,2026-05-11T22:06:02.382Z
yfIvDdwWd8xGlCOceMUu,xVv7FtgnezQuSqV0BYgaPbNdqW62,puzzle_02_multi,multi,2,1,4,3,4,,2026-05-11T22:15:20.615Z
5HkUqJKVTpXASK1VlrAR,Ko2JnvUkiaMaH8S51aEA9J1OhJD3,puzzle_02_multi,multi,2,3,4,5,4,,2026-05-11T22:32:17.175Z
TU0hwrHbHP8Q4S1P7Nj7,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_02_multi,multi,2,4,4,5,4,,2026-05-11T22:38:19.536Z
eucKVjwWEuarlyvhmAqo,Zbaz085FTGaezBIVDH8X6zLRpNn1,puzzle_02_multi,multi,2,3,1,1,3,,2026-05-11T22:43:04.098Z
smBZcDmVyZdcI4nkH9hb,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_02_multi,multi,2,5,5,4,5,,2026-05-11T22:51:25.952Z
of09GiYiXy9hkl7CsBOQ,y9EXgwY3JDdbVRmxOyXYJ9snbu23,puzzle_02_multi,multi,2,4,5,5,5,,2026-05-11T22:54:01.475Z
5l9GvdoadfKfBpQcrWFY,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_02_multi,multi,2,3,4,4,4,Much easier,2026-05-11T23:09:19.979Z
p0aYqYL4T3L6XWublpuJ,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_02_multi,multi,2,3,3,3,3,,2026-05-11T23:14:11.961Z
KFVdkgfzZZeXbmWLn9bX,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_02_multi,multi,2,4,4,4,5,,2026-05-11T23:15:55.223Z
dMxpkJlYKdB9FJFk6fWu,PsTpkE8Oiec9nYvODXBnEn5f7DA3,puzzle_02_multi,multi,2,3,3,4,4,,2026-05-11T23:22:36.375Z
3wH9bajfZmIsT4IySntx,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_02_multi,multi,2,3,3,4,4,,2026-05-12T00:32:28.768Z
Sgyy7DtYCjgfppYJbKD4,qxb8P9iaOOVsAAVBp77wuZZ6Ydj2,puzzle_02_multi,multi,2,4,4,5,4,,2026-05-12T00:39:56.041Z
jicWjgx1QXe4BPXgXmRY,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_02_multi,multi,2,2,4,4,4,,2026-05-12T01:17:13.101Z
LFEbedJ9FEwBDr8S6XgY,5XRMoZX2Iph5pHx2WDOUwrBfQ693,puzzle_02_multi,multi,2,2,4,3,5,,2026-05-12T02:10:01.697Z
SbvCarZk9QIgU4y4SlOK,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_02_multi,multi,2,3,4,5,5,,2026-05-12T02:15:54.115Z
5RkbG0BoJ0blYYaoobI6,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_02_multi,multi,2,5,3,3,3,,2026-05-12T03:51:16.763Z
gSTetapQJsLkT5wr9O9m,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_02_multi,multi,2,3,1,3,2,Meh,2026-05-12T04:19:25.937Z
KZoedSXNR4AWjOl9o6cZ,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_02_multi,multi,2,5,2,2,4,,2026-05-12T05:21:53.466Z
3VqdhCryNLLyY8bm9Fc2,4d9kJw7swtNoOhATXozpHsL4jLu2,puzzle_02_multi,multi,2,2,3,2,4,,2026-05-12T09:26:21.813Z
WPaxlRruEdPrsALvuoEI,IoFZYFPX6Tb8dIskRReCPtnfppL2,puzzle_03_gpt,gpt,3,2,3,3,3,,2026-05-11T21:26:35.192Z
Ci5VTfcpr6fOPBp6TaYr,2Oi1haPVkAhdYQIeHkcteb1asfR2,puzzle_03_gpt,gpt,3,3,5,5,3,,2026-05-11T21:32:56.333Z
FU0S7ezk5wnASPI7zBa9,PxyPomBiUpSZ6iyzxU2oFwPJ8lg1,puzzle_03_gpt,gpt,3,2,4,3,4,,2026-05-11T21:42:21.760Z
ieS88xVozaEtApKTcwXi,urJbMKL1bTYjSrXWA7Ic0Tns5YM2,puzzle_03_gpt,gpt,3,2,4,5,5,,2026-05-11T21:49:00.854Z
VrLKyIRMJT37F5YTlavA,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_03_gpt,gpt,3,3,3,3,4,,2026-05-11T21:54:22.759Z
hIHNQJkDDCN8z1sLgn6V,rkoDKE6kbvTxtsiZu79z7e4Jh5y1,puzzle_03_gpt,gpt,3,1,3,3,5,,2026-05-11T21:57:36.669Z
gKhSfYuJG6bj9h0Qbmn1,zJIypa3r69g5dCZsMT7WzNrBJkT2,puzzle_03_gpt,gpt,3,2,2,2,3,,2026-05-11T22:01:23.101Z
dSRJQCPU8ZeaZ2ztUUei,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_03_gpt,gpt,3,2,4,4,4,,2026-05-11T22:04:37.031Z
ToFjI2bcwgj2KUJO2P2B,Ko2JnvUkiaMaH8S51aEA9J1OhJD3,puzzle_03_gpt,gpt,3,1,3,4,5,,2026-05-11T22:33:20.305Z
lclFQQlsiM2q21uCxHNF,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_03_gpt,gpt,3,2,5,3,5,,2026-05-11T22:39:04.420Z
SwZGjT4zozCirKYR16tP,Zbaz085FTGaezBIVDH8X6zLRpNn1,puzzle_03_gpt,gpt,3,4,1,1,3,,2026-05-11T22:45:02.828Z
TjZeAhSXx0r8tTIPNp9b,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_03_gpt,gpt,3,2,5,5,5,,2026-05-11T22:52:38.850Z
dJWoIZc6NIvvYGPhsa32,y9EXgwY3JDdbVRmxOyXYJ9snbu23,puzzle_03_gpt,gpt,3,1,5,5,5,,2026-05-11T22:55:24.464Z
qgAXjBNKrEPDdWLAaT43,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_03_gpt,gpt,3,2,4,2,3,Definitely even easier ,2026-05-11T23:13:17.141Z
VYQ1uAxHE6Z9Pza8Euqh,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_03_gpt,gpt,3,3,3,3,3,,2026-05-11T23:15:57.221Z
jgivAfgfWsjjj1q4lo7Q,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_03_gpt,gpt,3,1,3,3,4,,2026-05-11T23:16:39.877Z
QMM0GMBJpQ6NVWv0kaKg,PsTpkE8Oiec9nYvODXBnEn5f7DA3,puzzle_03_gpt,gpt,3,1,3,2,4,,2026-05-11T23:24:08.371Z
MqgIE21xUtwLemOieH82,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_03_gpt,gpt,3,4,4,4,5,,2026-05-12T00:33:35.016Z
wrOzuEM0JBCXAgxDZVWd,qxb8P9iaOOVsAAVBp77wuZZ6Ydj2,puzzle_03_gpt,gpt,3,1,5,3,4,,2026-05-12T00:42:48.455Z
mUVCYhWHwwqmS7KKQFqp,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_03_gpt,gpt,3,1,3,2,5,,2026-05-12T01:18:04.378Z
fX6eesYJdMlDKVySdnIE,5XRMoZX2Iph5pHx2WDOUwrBfQ693,puzzle_03_gpt,gpt,3,1,2,3,5,,2026-05-12T02:10:50.184Z
KJHdyeJxBSZJtn5OjO4Y,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_03_gpt,gpt,3,3,4,5,5,,2026-05-12T02:17:33.970Z
FsSh6wQwF6u1rRAISeLd,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_03_gpt,gpt,3,3,3,3,4,,2026-05-12T03:52:20.895Z
AjWNFJ2e0Uigl8eBSDHB,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_03_gpt,gpt,3,1,5,5,5,So easy so fun,2026-05-12T04:20:15.652Z
u2O8BXqXqy11LZ7qT9l2,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_03_gpt,gpt,3,4,3,4,3,,2026-05-12T05:23:52.783Z
yJNKDyEDMHGJPSDCpQGK,4d9kJw7swtNoOhATXozpHsL4jLu2,puzzle_03_gpt,gpt,3,1,2,2,5,,2026-05-12T09:29:17.750Z
Vh1QH4hUJL9EjQRMuvGP,IoFZYFPX6Tb8dIskRReCPtnfppL2,puzzle_04_nyt,nyt,4,4,3,3,3,,2026-05-11T21:29:14.064Z
3X88oSEIoehbxt3ydKmg,2Oi1haPVkAhdYQIeHkcteb1asfR2,puzzle_04_nyt,nyt,4,5,5,3,3,,2026-05-11T21:34:34.301Z
EqaagUGQZ88Ym8rckSwb,PxyPomBiUpSZ6iyzxU2oFwPJ8lg1,puzzle_04_nyt,nyt,4,3,3,4,4,,2026-05-11T21:44:37.794Z
Xi7YqoOx7K9jjt7PZ4dN,urJbMKL1bTYjSrXWA7Ic0Tns5YM2,puzzle_04_nyt,nyt,4,3,3,3,3,,2026-05-11T21:50:18.466Z
FPUq4UoKt2IR9gkzXMqq,rkoDKE6kbvTxtsiZu79z7e4Jh5y1,puzzle_04_nyt,nyt,4,3,4,3,5,,2026-05-11T21:59:36.262Z
eUyukTng3IpUZyTbCIn1,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_04_nyt,nyt,4,3,4,4,4,,2026-05-11T22:01:11.248Z
42oUqAe3w83sVvytTtib,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_04_nyt,nyt,4,3,4,4,4,,2026-05-11T22:01:58.314Z
qejCjHNCdf6wGBMUTo6S,zJIypa3r69g5dCZsMT7WzNrBJkT2,puzzle_04_nyt,nyt,4,3,2,2,2,,2026-05-11T22:06:26.118Z
HoS96LEzqrfe1J61XpLl,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_04_nyt,nyt,4,3,4,4,4,,2026-05-11T22:06:26.370Z
tUy2z36eoSxT96OM1Ex3,Ko2JnvUkiaMaH8S51aEA9J1OhJD3,puzzle_04_nyt,nyt,4,4,4,5,3,,2026-05-11T22:38:36.551Z
y7Hrxjz4tWeKlcTOH0Yf,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_04_nyt,nyt,4,2,5,2,5,,2026-05-11T22:40:38.630Z
ZxZt0oVPLCWtUheQNV1k,Zbaz085FTGaezBIVDH8X6zLRpNn1,puzzle_04_nyt,nyt,4,5,1,1,1,,2026-05-11T22:47:36.750Z
dJLyhdtCXxWS6gmEj4II,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_04_nyt,nyt,4,3,5,5,5,,2026-05-11T22:58:18.867Z
stezSDunlySZAS2IY7Gu,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_04_nyt,nyt,4,3,3,3,3,,2026-05-11T23:18:27.902Z
9gDg8wqSBi9SWcFm0H3b,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_04_nyt,nyt,4,4,5,3,2,Lowkirk cheated but you good for it,2026-05-11T23:18:45.356Z
lP7zAnK2FfPov14q9DXt,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_04_nyt,nyt,4,3,5,5,4,,2026-05-11T23:19:07.750Z
7UNKU0H0w54A7tC1YSXs,PsTpkE8Oiec9nYvODXBnEn5f7DA3,puzzle_04_nyt,nyt,4,4,4,4,3,,2026-05-11T23:28:36.834Z
CltWhvyO1faYQKujVjXf,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_04_nyt,nyt,4,4,2,2,2,,2026-05-12T00:41:31.234Z
DGTX3NyDIzsb6V3SLazq,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_04_nyt,nyt,4,4,3,4,2,,2026-05-12T01:22:17.332Z
cxKu8OtbhqBDCxWjJSyS,5XRMoZX2Iph5pHx2WDOUwrBfQ693,puzzle_04_nyt,nyt,4,3,4,3,2,,2026-05-12T02:12:47.966Z
0igCwbGjPAIWTys6WlzQ,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_04_nyt,nyt,4,5,4,4,4,,2026-05-12T02:21:12.707Z
BcyRtxVN0MHrzdLjgwMw,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_04_nyt,nyt,4,4,4,4,5,,2026-05-12T03:54:07.329Z
HJ3mxzJ39RIvYjjMbHBP,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_04_nyt,nyt,4,1,5,5,5,so cool,2026-05-12T04:21:29.629Z
MUe5H1ZzoAxWnX2y4OrV,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_04_nyt,nyt,4,4,3,2,4,,2026-05-12T05:26:08.902Z
Ic47RVBx82SUeTYXf1Hi,IoFZYFPX6Tb8dIskRReCPtnfppL2,puzzle_05_multi,multi,5,3,3,3,3,,2026-05-11T21:30:34.932Z
i8Q0nD5NxxVmVfwaywOO,2Oi1haPVkAhdYQIeHkcteb1asfR2,puzzle_05_multi,multi,5,5,3,3,2,,2026-05-11T21:36:41.507Z
QRPw58YRVoJ7BuibGw0w,PxyPomBiUpSZ6iyzxU2oFwPJ8lg1,puzzle_05_multi,multi,5,4,3,4,3,,2026-05-11T21:46:25.882Z
3kJ8HIUyz3QH0JZ5tWwY,urJbMKL1bTYjSrXWA7Ic0Tns5YM2,puzzle_05_multi,multi,5,4,4,3,4,,2026-05-11T21:51:15.699Z
NOKnUTeXkbrZ5JbBDTW5,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_05_multi,multi,5,4,3,3,3,,2026-05-11T22:05:50.110Z
nZhxMM4xIGK3ENWDT0rA,zJIypa3r69g5dCZsMT7WzNrBJkT2,puzzle_05_multi,multi,5,2,3,2,3,,2026-05-11T22:08:42.014Z
7kPBFcFobn7vUj2jB42R,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_05_multi,multi,5,4,3,4,3,,2026-05-11T22:08:50.265Z
gMB0UtlOwQt4gViPX2r1,rkoDKE6kbvTxtsiZu79z7e4Jh5y1,puzzle_05_multi,multi,5,4,4,4,5,,2026-05-11T22:12:28.035Z
2GdNC6suixWZbYW5llF5,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_05_multi,multi,5,3,5,3,5,,2026-05-11T22:41:48.583Z
OklRS2oE3mofZLyauoPN,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_05_multi,multi,5,4,4,5,4,,2026-05-11T23:05:13.298Z
SwWKj423i2Cf3lgIiX96,mQIUsNcfWPVjmw1TBJjbfpC9diz2,puzzle_05_multi,multi,5,3,2,3,3,I got distracted and lost,2026-05-11T23:20:16.920Z
6TwCGslceyo3Am1okmGO,yJ1LgjJgzSN1AbZ73C9iUxWX1Zr1,puzzle_05_multi,multi,5,4,5,5,3,,2026-05-11T23:20:35.927Z
OUupInIjBphxMFsKfyYZ,u7MZacCrxgRjIHCpQTUe5j7WWW23,puzzle_05_multi,multi,5,3,3,3,3,,2026-05-11T23:21:16.381Z
OZOtBN1EOviFxSZErVIx,PsTpkE8Oiec9nYvODXBnEn5f7DA3,puzzle_05_multi,multi,5,2,4,4,4,,2026-05-11T23:30:03.008Z
FqPa4IB2oqct0qKXTdDi,4WTVhQapTdVJ2ruPh0pVo5v9hpk2,puzzle_05_multi,multi,5,2,2,2,4,,2026-05-12T00:42:40.155Z
Si5pz0a2zhL6IyqwzJfk,DpBhwGwIaoYdluvyp4ceXTJV6gA2,puzzle_05_multi,multi,5,2,4,4,4,,2026-05-12T01:23:07.215Z
il3HamNSL7eD8ZKlt3WZ,occCCRsZrRS7VQjTVskWS32zodh2,puzzle_05_multi,multi,5,5,4,5,4,,2026-05-12T02:23:53.348Z
fU39bqy2fWVOvg9w4U3j,UTN5nJ3XnheBRGM49rP00zcprLC2,puzzle_05_multi,multi,5,3,4,4,5,,2026-05-12T03:55:40.411Z
Px4548B8Mbf1vexuWylE,wfXPO5lEI2SCew0M8FbaQJ7p34B3,puzzle_05_multi,multi,5,3,1,3,3,Chirs,2026-05-12T04:22:53.577Z
2PuhqLx9TUzaCtz43jOv,ypnLbcHTyfVjisdio7QVAvOUMVu2,puzzle_05_multi,multi,5,4,4,4,5,,2026-05-12T05:27:40.308Z
q6nuwzYErrFH5z8Q1BXM,IoFZYFPX6Tb8dIskRReCPtnfppL2,puzzle_06_gpt,gpt,6,3,3,3,3,,2026-05-11T21:31:38.453Z
q7jihPj80FHCdAMzC4ge,2Oi1haPVkAhdYQIeHkcteb1asfR2,puzzle_06_gpt,gpt,6,3,5,5,3,,2026-05-11T21:38:36.287Z
wJ01QwtFlQSRoIRF8opK,PxyPomBiUpSZ6iyzxU2oFwPJ8lg1,puzzle_06_gpt,gpt,6,2,5,5,5,,2026-05-11T21:47:11.392Z
rWdgPZJhVUo6y57DaNM8,urJbMKL1bTYjSrXWA7Ic0Tns5YM2,puzzle_06_gpt,gpt,6,2,2,2,2,,2026-05-11T21:52:25.986Z
u8cVcCQfEWbNKYrk2Uhc,Hiubwh8wFNUpKIVpPqSMk0UF7uV2,puzzle_06_gpt,gpt,6,3,3,3,4,,2026-05-11T22:08:38.501Z
I3Y1TkCQh6X9LOIkB3gt,Kd16vcljPKfSTAnkHeNXfYoEisF3,puzzle_06_gpt,gpt,6,2,3,3,4,,2026-05-11T22:09:52.132Z
l6X2PCHorKC4zSxPY9fO,zJIypa3r69g5dCZsMT7WzNrBJkT2,puzzle_06_gpt,gpt,6,4,2,2,2,,2026-05-11T22:13:10.418Z
eyPFI1HgFkHCEY21IdVs,kSM8FFDRreR5oTsB0jGjsg8W4YV2,puzzle_06_gpt,gpt,6,3,5,3,5,,2026-05-11T22:43:00.376Z
2CWycsrJwUjr1HUqFL2h,p5JZtNbCxdaJbkP21k9zzOUFEwj1,puzzle_06_gpt,gpt,6,2,5,5,5,,2026-05-11T23:06:57.650Z
